Epoch,Average reward,Reward count,Episode count,MeanQ,TD Error,Seconds
62,-1.7692307692308,480,13,0.6045591044426,0.045828678317368,186490.32634854
63,-5.8461538461538,466,13,0.60350345498323,0.043975170746446,189592.21801043
64,-4.8461538461538,498,13,0.59805766028166,0.045322453156114,192684.24234653
65,-3.3333333333333,475,12,0.62332625898719,0.042451561555266,195784.71072865
66,-1.6666666666667,454,12,0.60876953238249,0.04795810610801,198876.86021471
67,-1.1666666666667,460,12,0.60871418130398,0.044874726848677,201973.6498487
68,-5.1538461538462,472,13,0.62187673011422,0.045463419411331,205067.72200871
69,-3.9166666666667,470,12,0.59633807092905,0.045529526509345,208166.24913955
70,-0.45454545454545,428,11,0.59766301327944,0.050901593372226,211257.12793541
71,-5.6153846153846,454,13,0.58306353661418,0.028992136985064,0
72,-4.7142857142857,489,14,0.58759329617023,0.032305499076843,3078.2217400074
73,-0.83333333333333,449,12,0.60903544038534,0.035040691912174,6158.7738339901
74,-6.7857142857143,491,14,0.63095305067301,0.032762098014355,9232.9337279797
75,-3.1666666666667,467,12,0.63343446433544,0.02992088508606,12309.468178749
76,-4.2307692307692,460,13,0.65199012941122,0.038083008170128,15381.586745739
77,-0.16666666666667,453,12,0.67369603264332,0.037237109482288,18451.907755852
78,-2.2307692307692,483,13,0.68435115706921,0.032113956153393,21516.803929806
79,-5.2307692307692,462,13,0.69871539318562,0.032297120451927,24586.492701769
80,-8.1428571428571,483,14,0.681574637115,0.032560891926289,27652.543605804
81,-0.63636363636364,429,11,0.69839544868469,0.033505842149258,30722.842459679
82,-7,461,13,0.70740985488892,0.033424166351557,33785.137595415
83,-6.2142857142857,481,14,0.68471943771839,0.03819252961874,36851.836554766
84,-6.9285714285714,491,14,0.69333725082874,0.034590001583099,39911.479316711
85,-3.75,458,12,0.68739087450504,0.039074138700962,42976.156187534
86,-1,359,9,0.68711338984966,0.035964639365673,46037.514470816
87,-2.6,380,10,0.68114138233662,0.037121959269047,49105.676752806
88,-3,459,12,0.67249908548594,0.035504623413086,52166.307546854
89,-1.7272727272727,414,11,0.67151416242123,0.037152612507343,55234.849979877
90,-1.5,466,12,0.67635525006056,0.034309477925301,58299.654472828
91,-1.1,388,10,0.68140563631058,0.035723583459854,61367.665288925
92,-3.4,383,10,0.67859372359514,0.033220595955849,64432.617410898
93,0,396,11,0.68638151061535,0.036700361818075,67500.38112092
94,-4.6,361,10,0.67197740793228,0.033925436258316,70563.830683708
95,-0.18181818181818,427,11,0.66901448965073,0.033491960525513,73631.680624723
96,-9.3076923076923,447,13,0.67492272460461,0.029692548155785,76697.262824535
97,-4.5,442,12,0.65622178286314,0.027707317650318,79765.605651617
