Epoch,Average reward,Reward count,Episode count,MeanQ,TD Error,Seconds
1,-11.208333333333,556,24,0.034700921870768,0.018235391765833,0
2,-11,559,23,0.04587184407562,0.019778873048723,2135.5221221447
3,-16.083333333333,557,24,0.074729102045298,0.020085175648332,5029.1712892056
4,-14.227272727273,577,22,0.087668939247727,0.016963518604636,7939.4438331127
5,7.1818181818182,664,22,0.098392387732863,0.018922747790813,10888.946942091
6,-6.2777777777778,560,18,0.10393726718426,0.018289257496595,13839.573613167
7,-20.941176470588,1790,85,0.12520820876956,0.023284475579858,16819.50820303
8,-6.7058823529412,585,17,0.17944938522577,0.049693837698549,19813.147337198
9,-16.607843137255,1272,51,0.18997914724797,0.046131679654121,22828.355405092
10,-3.6944444444444,1252,36,0.25203183508664,0.062222684048116,25845.128412962
11,10.269841269841,1649,63,0.37784509377182,0.07506014829874,28871.486847162
12,-12.74,1411,50,0.48104472406209,0.08607428592816,31890.421056271
13,1.5172413793103,1063,29,0.41693069282174,0.091160047259182,34916.376191378
14,0.33333333333333,1084,30,0.5113252940923,0.091427131086588,37934.832221508
15,3.4615384615385,989,26,0.58526433037221,0.078152094500139,40962.404668331
16,7.1923076923077,911,26,0.61504963950813,0.076432221552357,43981.867534399
17,-4.2692307692308,934,26,0.71631251606345,0.066535014510155,47010.316098452
18,1.2272727272727,784,22,0.81044421413541,0.063408163435757,50029.233572483
19,-0.22222222222222,686,18,0.80558662194014,0.0661556000337,53055.093255281
20,5.5217391304348,797,23,0.88160543063283,0.063631250567734,56075.183760166
21,1.0952380952381,781,21,0.88338282242417,0.063993611829355,59102.37141037
22,3.4761904761905,776,21,0.91751721784472,0.061640244465321,62121.680340528
23,-0.84210526315789,724,19,0.96753135666251,0.060743198283017,65150.662588358
24,7.5714285714286,709,21,0.97592736160755,0.059922858057544,68171.015327454
25,7.6428571428571,506,14,1.0171442592144,0.058736246619374,72302.544346571
26,2.4736842105263,707,19,1.036625300914,0.060084880955517,75405.645603657
27,0.8125,615,16,1.096864869982,0.061415169872344,78506.255861521
28,0.86666666666667,574,15,1.0715200186968,0.062262753092684,81593.969285488
29,3.9285714285714,532,14,1.0613477798104,0.065157286096364,84676.222808599
30,3.6470588235294,619,17,1.0312299879491,0.054991382330656,87749.944875479
31,2.5625,608,16,1.0027108415365,0.04887647613883,90831.662821531
32,5.3333333333333,544,15,1.0002474402487,0.050434757955372,93906.39327836
33,5.125,586,16,0.99254519224167,0.055949108876288,96990.586566448
34,7.0555555555556,626,18,0.94178385019302,0.054466876842082,100066.42441368
35,6.8823529411765,604,17,0.94404217973351,0.052506318371743,103149.80456853
36,4.4117647058824,594,17,0.95894462817907,0.057875765731558,106224.14816451
37,-2.5,455,12,0.88268508470058,0.050209585659206,109306.53612661
38,-1.4,566,15,0.86198570287228,0.052816265925765,112380.53722763
39,4.6153846153846,489,13,0.8643212710619,0.053580573245883,115462.0335927
40,1.5833333333333,481,12,0.8305209543705,0.052869888879359,118536.93497872
41,1.5833333333333,455,12,0.82383100771904,0.053660598151386,121619.70176792
42,5.6875,582,16,0.80350866618752,0.049194806203246,124693.69421005
43,6.9375,573,16,0.78349459528923,0.047320051178336,127775.55086207
44,0.23076923076923,526,13,0.75470606660843,0.044025200113654,130850.67077899
45,9.0588235294118,572,17,0.75329603350163,0.044330680936575,133934.54332614
46,0.92857142857143,529,14,0.73543882268667,0.046130354642868,137010.18221402
47,6.3571428571429,495,14,0.75100008296967,0.048663214296103,140092.16212726
48,5.9285714285714,529,14,0.76346233835816,0.047494636237621,143172.42020917
49,4.8666666666667,549,15,0.73638941061497,0.047808691300452,146269.25787115
50,5.7333333333333,547,15,0.7549317522049,0.048290672019124,149356.72982931
51,3.6666666666667,436,12,0.75954776191711,0.047017932601273,152452.89559555
52,5.0666666666667,549,15,0.74950145953894,0.045871919289231,155542.28956437
53,2.7857142857143,537,14,0.74131203514338,0.043237323239446,158642.44324756
54,6.0625,553,16,0.74219340449572,0.046117422863841,161736.54051948
55,3.2307692307692,461,13,0.71868301874399,0.042046522900462,164832.72653055
56,6.6153846153846,483,13,0.74191170185804,0.045663583055139,167930.67995334
57,4.1538461538462,480,13,0.75115188467503,0.047635874599218,171027.3983674
58,8.2857142857143,505,14,0.73809359043837,0.042443257510662,174114.12970233
59,0.75,453,12,0.72863242077827,0.047385403379798,177212.31985044
60,5.6,521,15,0.71471383523941,0.046441219761968,180300.88241053
61,9.125,535,16,0.70516642004251,0.049379822269082,183397.16906261
62,1.7692307692308,480,13,0.7053339574337,0.048563013106585,186490.32634854
63,5.8461538461538,466,13,0.70363592076302,0.044737130064517,189592.21801043
64,4.8461538461538,498,13,0.70143616712093,0.043864283949137,192684.24234653
65,3.3333333333333,475,12,0.69171069902182,0.048356734097004,195784.71072865
66,1.6666666666667,454,12,0.67521188783646,0.043396449543536,198876.86021471
67,1.1666666666667,460,12,0.68658244413137,0.042788146555424,201973.6498487
68,5.1538461538462,472,13,0.68041506642103,0.043619564086199,205067.72200871
69,3.9166666666667,470,12,0.67630663782358,0.04615362803638,208166.24913955
70,0.45454545454545,428,11,0.6843039547801,0.047378820568323,211257.12793541
71,5.6153846153846,454,13,0.77373816919327,0.031427696168423,0
72,4.7142857142857,489,14,0.76831351995468,0.028687895178795,3078.2217400074
73,0.83333333333333,449,12,0.79346666944027,0.030907387673855,6158.7738339901
