training Epoch;Seed;WallBounces;SideBounce;Points;ServingTime;RewardA;RewardB
49;1;99;336;28;46596;-24,75;-24,25
49;2;111;522;27;40476;-24,25;-23
49;3;106;561;29;39168;-25,5;-25,25
49;4;78;114;27;53884;-23,5;-23,75
49;5;120;115;31;51648;-27;-27,25
49;6;65;737;19;36672;-16,25;-17
49;7;81;609;26;39060;-22,75;-22,75
49;8;84;1217;24;21324;-21,25;-20,75
49;9;81;93;23;55060;-20,25;-20
49;10;54;1420;15;17348;-12,5;-13,75
