training Epoch;Seed;WallBounces;SideBounce;Points;ServingTime;RewardA;RewardB
49;1;72;188;31;47872;-23,5;-23
49;2;65;184;31;47860;-24;-22,5
49;3;76;165;27;49880;-20,5;-20
49;4;73;185;29;48308;-22,5;-21
49;5;72;227;36;44252;-28;-26
49;6;42;120;20;54200;-14,5;-15,5
49;7;81;188;31;48052;-23,5;-23
49;8;65;186;30;48032;-22,5;-22,5
49;9;57;152;24;51260;-19,5;-16,5
49;10;86;205;31;46752;-24,5;-22
